course_id,course_code,course_title,course_description,created_at
432,432,Introduction to Computational Thinking and Data Science,"The course aims to provide students with an understanding of the role computation can play in solving problems and to help students, regardless of their major, feel justifiably confident of their ability to write small programs that allow them to accompl",2025-10-29 22:42:30
433,433,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"Hands-on journey through modern software hierarchy, implementing virtual machine, compiler, and basic OS. Gain deep understanding of core computer science concepts through practical projects.",2025-10-29 22:42:30
434,434,Mathematical Thinking in Computer Science,"Develop critical thinking skills for computer science through induction, recursion, logic, and invariants. Solve interactive puzzles to grasp key concepts in algorithms, data science, and machine learning.",2025-10-29 22:42:30
437,437,Introduction to CSS3,"Learn to create visually appealing, responsive websites using CSS3. Master selectors, box model, positioning, media queries, and Bootstrap's grid system for efficient web design.",2025-10-29 22:42:30
438,438,C for Everyone: Structured Programming,"Explore structured programming in C, covering algorithms, advanced concepts, and an intro to C. Gain deep understanding of computing processes and valuable coding skills.",2025-10-29 22:42:30
441,441,Introduction to Concurrent Programming with GPUs,"Aprenda a desenvolver código para processar grandes volumes de dados em paralelo, explorando arquiteturas de CPU/GPU, programação multithread em C e Python, e introdução ao software/hardware CUDA.",2025-10-29 22:42:30
442,442,Intro to Computer Science,"Learn key computer science concepts in this introductory Python course. You'll learn by doing, and will build your own search engine and social network.",2025-10-29 22:42:30
443,443,Technical Support Fundamentals,"Learn essential IT skills: computer hardware, software, networking, troubleshooting, and customer service. Build a computer, install operating systems, and understand Internet fundamentals for an entry-level IT Support role.",2025-10-29 22:42:30
444,444,Interacting with the System and Managing Memory,"Explore advanced C programming techniques, including user interaction, file handling, dynamic memory allocation, and large-scale project development, culminating in a Monte Carlo poker simulation.",2025-10-29 22:42:30
449,449,"Algorithms, Data Collection, and Starting to Code","Explore computational thinking, algorithms, and data collection while learning to write your first C programs. Develop problem-solving skills and implement STEM computations without prior coding experience.",2025-10-29 22:42:30
454,454,Machine Learning with Python: from Linear Models to Deep Learning.,"An in-depth introduction to the field of machine learning, from linear models to deep learning and reinforcement learning, through hands-on Python projects. -- Part of the MITx MicroMasters program in Statistics and Data Science.",2025-10-29 22:42:30
455,455,"Cloud Computing Concepts, Part 1","Explore fundamental distributed computing concepts for cloud systems, including MapReduce, NoSQL stores, and key algorithms. Gain hands-on experience through C programming assignments and industry insights.",2025-10-29 22:42:30
459,459,Probabilistic Graphical Models 1: Representation,"Explore probabilistic graphical models, including Bayesian networks and Markov networks, to encode complex probability distributions for applications like medical diagnosis and speech recognition.",2025-10-29 22:42:30
460,460,Introduction to High-Performance and Parallel Computing,"Explore high-performance computing fundamentals, from Linux basics to parallel programming models. Gain skills in big-data analysis, machine learning, and code optimization for scientific and engineering applications.",2025-10-29 22:42:30
461,461,Cybersecurity Fundamentals,"Learn cybersecurity fundamentals, including how to detect threats, protect systems and networks, and anticipate potential cyber attacks.",2025-10-29 22:42:30
462,462,Fundamentals of Computing,"Master Python programming through 20 fun projects, covering first-year Computer Science fundamentals. Develop sophisticated coding skills and demonstrate your knowledge in a comprehensive Capstone exam.",2025-10-29 22:42:30
464,464,Introduction to Technology-Assisted Decision-Making,"Explore technology-assisted decision-making, learning graph theory and linear programming to optimize outcomes in various fields. Gain practical skills for data-driven problem-solving and resource allocation.",2025-10-29 22:42:30
465,465,Google Cloud Fundamentals: Core Infrastructure,"Explore Google Cloud's core services, infrastructure, and management tools through hands-on labs. Learn about computing, storage, networking, and application development in the cloud.",2025-10-29 22:42:30
467,467,"Data Analysis and Representation, Selection and Iteration","Explore data analysis, representation, selection, and iteration in C programming. Learn to calculate statistics, make decisions in code, represent data sets, and use loops for efficient problem-solving.",2025-10-29 22:42:30
468,468,"Computer Science: Algorithms, Theory, and Machines","Explore algorithms, theory, and machines in computer science. Learn about sorting, data structures, computational theory, and computer architecture. Gain insights into the field's history and fundamental concepts.",2025-10-29 22:42:30
469,469,Systems Engineering,"Comprehensive overview of systems engineering principles for complex project development, covering architecture, requirements, optimization, and verification techniques.",2025-10-29 22:42:30
470,470,Systems Engineering and Program Management,"Learn to apply Systems Engineering to complex program management, including risk assessment, scope definition, and change control, while developing essential leadership skills for engineering and technical roles.",2025-10-29 22:42:30
471,471,AI For Everyone,"Learn AI fundamentals, applications, and implications for business and society. Gain practical insights to leverage AI in your organization and navigate ethical considerations.",2025-10-29 22:42:30
472,472,Applying Systems Engineering to the Design Process,"Learn to apply systems engineering principles to design processes, covering requirements analysis, functional analysis, trade studies, and design reviews for effective engineering management.",2025-10-29 22:42:30
473,473,"Simulation, Algorithm Analysis, and Pointers","Explore advanced C programming concepts including file I/O, automation, simulation, parallelization, algorithm analysis, and in-depth pointer usage to enhance problem-solving skills.",2025-10-29 22:42:30
474,474,"Abstraction, Problem Decomposition, and Functions","Learn to use arrays, strings, abstraction, and functions in C programming. Develop problem-solving skills through decomposition and implement solutions using these fundamental programming concepts.",2025-10-29 22:42:30
475,475,Search Engines for Web and Enterprise Data,"Explore web and enterprise search technologies, including indexing, ranking, and advanced applications. Learn to evaluate search quality, understand user intent, and apply real-world examples to reinforce algorithm comprehension.",2025-10-29 22:42:30
476,476,Programming for Everyone  An Introduction to Visual Programming Languages,"This MOOC will help participants understand what programming is, and how to use programs. It will review programming languages and teach how to program in visual and intuitive languages. It requires no prior knowledge of programming or ofmathematics.",2025-10-29 22:42:30
478,478,Introduction to Systems Engineering,"Learn holistic systems engineering for complex projects. Master system design, lifecycle modeling, and effective management. Gain skills to lead engineering teams and speak the language of systems engineering.",2025-10-29 22:42:30
480,480,Introduction to Machine Learning Course,"This class will teach you the end-to-end process of investigating data through a machine learning lens. Learn online, with Udacity.",2025-10-29 22:42:30
481,481,The Arduino Platform and C Programming,"Explore Arduino platform, C programming, and embedded systems. Learn board components, IDE usage, shields, programming concepts, and debugging techniques for interactive physical computing projects.",2025-10-29 22:42:30
483,483,Understanding the World Through Data,Become a data explorer  learn how to leverage data and basic machine learning algorithms to understand the world.,2025-10-29 22:42:30
485,485,Developing FPGA-accelerated cloud applications with SDAccel: Practice,"Aprenda a desenvolver aplicações aceleradas por FPGA na nuvem usando SDAccel, com foco em um exemplo prático do algoritmo Smith-Waterman para alinhamento de sequências de DNA.",2025-10-29 22:42:30
486,486,Introduction to Deep Learning,Deep Learning is subset of machine learning focused on extracting patterns from data using neural networks and use those patterns to inform the learning tasks.,2025-10-29 22:42:30
487,487,Computational Thinking for Modeling and Simulation,"Develop the thought processes involved in formulating a problem so a computer can effectively carry out&nbsp;the solution.&nbsp; In particular, this course emphasizes use of computers for modeling physical systems and predicting their behavior.",2025-10-29 22:42:30
488,488,Introduction to Computational Science and Engineering,CSE.0002x is an introduction to using computing to solve problems in engineering and science including simulation of time-dependent phenomena; optimization of systems; and quantification of uncertainty.,2025-10-29 22:42:30
490,490,Computational Thinking using Python,"Learn computational thinking and Python programming to solve real-world problems. Covers algorithms, data structures, and analytical techniques for beginners and aspiring computer scientists.",2025-10-29 22:42:30
491,491,Emerging Technologies: From Smartphones to IoT to Big Data,"Explore cutting-edge tech: Big Data, IoT, smartphones, AR, cloud computing. Gain expert knowledge for research, development, and strategic planning in advanced science and technology fields.",2025-10-29 22:42:30
492,492,"Image Segmentation, Filtering, and Region Analysis","Learn advanced image processing techniques including spatial filtering, edge detection, and region analysis. Apply these skills to segment and analyze MRI brain images using MATLAB.",2025-10-29 22:42:30
495,495,Cyber-Physical Systems: Modeling and Simulation,"Explore modeling and simulation of cyber-physical systems, focusing on physical processes, finite state machines, computation, converters, and digital networks. Gain practical skills for analyzing complex interconnected systems.",2025-10-29 22:42:30
497,497,Social and Economic Networks: Models and Analysis,"Explore social and economic network modeling, formation patterns, and their impact on human behavior. Learn concepts from various disciplines to analyze network structures and their influence on diffusion and learning.",2025-10-29 22:42:30
498,498,Armv8-M Architecture Fundamentals,"Comprehensive exploration of Armv8-M architecture, covering programmers' model, assembly programming, memory model, protection, and exception handling for embedded systems developers.",2025-10-29 22:42:30
499,499,ศาสตรและศลปของการเขยนโปรแกรมคอมพวเตอร  The Art and Science of Computer Programming,เรยนรการเขยนโปรแกรมคอมพวเตอรตงแตพนฐาน สการทำ Abstraction และการใชโครงสรางขอมลและอลกอรทม เพอพฒนาทกษะการคดเชงตรรกะอยางเปนระบบ,2025-10-29 22:42:30
500,500,The Fundamentals of RDMA Programming,"Learn to program RDMA applications for high-performance data transfer between servers. Covers RDMA basics, core components, operations, and connection management with hands-on coding examples.",2025-10-29 22:42:30
501,501,Automated Reasoning: Symbolic Model Checking,"Explore symbolic model checking using CTL and BDDs to verify properties of transition systems, enabling efficient analysis of large state spaces in automated reasoning.",2025-10-29 22:42:30
502,502,Multicore Programming Primer,The course serves as an introductory course in parallel programming. It offers a series of lectures on parallel programming concepts as well as a group project providing hands-on experience with parallel programming.,2025-10-29 22:42:30
505,505,"System Validation (4): Modelling Software, Protocols, and other behaviour","Explore advanced modeling techniques for software, protocols, and behaviors. Learn to create efficient, analyzable models using formal methods and linear processes.",2025-10-29 22:42:30
506,506,System Validation (2): Model process behaviour,"Explore process behavior modeling, focusing on protocols and distributed algorithms. Learn to analyze system properties and manage complexity in behavioral models.",2025-10-29 22:42:30
507,507,System Validation (3): Requirements by modal formulas,"Aprenda a especificar requisitos formais para sistemas usando lógica modal e fórmulas fixas, permitindo análise automatizada e garantia de comportamento correto em sistemas embarcados.",2025-10-29 22:42:30
509,509,プログラミングしながら学ぶコンピュータサイエンス入門 : Introduction to Computer Science and Programming,プログラミング体験を通じてコンピュータサイエンスの基礎から最先端までを学びビッグデータやAI時代に必要な計算の活用法を習得する入門コース,2025-10-29 22:42:30
510,510,Basic Programming in Python II,"Hands-on Python programming covering core concepts, data science intro, and web app development. Practice clean coding, advanced loops, and real-world problem-solving.",2025-10-29 22:42:30
511,511,Basic Programming in Python I,"Hands-on Python programming covering core concepts, data types, functions, and object-oriented basics. Explore data science and web application development while solving real-world problems creatively.",2025-10-29 22:42:30
512,512,คอมพวเตอรสารสนเทศขนพนฐาน  Introduction to Computer Information science,เรยนรพนฐานเทคโนโลยคอมพวเตอร ระบบเครอขาย อนเทอรเนต และโปรแกรมสำนกงาน พรอมกฎหมายและจรยธรรมทเกยวของ เหมาะสำหรบผสนใจทกวย,2025-10-29 22:42:30
513,513,CSS Practice Questions,"Hands-on CSS challenges to recreate popular components, animations, and layouts. Refine skills in transitions, pseudo-elements, and keyframe animations while gaining practical experience.",2025-10-29 22:42:30
516,516,Introduction to Computational Thinking,"Explore computational thinking through interactive programming, combining math, data science, and climate modeling to develop sophisticated problem-solving skills for the modern interconnected world.",2025-10-29 22:42:30
517,517,CSS,"Master modern web design fundamentals through hands-on practice with HTML, CSS layouts, responsive design, animations, and Tailwind CSS for building professional, adaptive websites.",2025-10-29 22:42:30
518,518,Improve your CSS,"Master responsive layouts, advanced CSS techniques, and Tailwind CSS while building real-world components. Create stunning UI effects with shadows, gradients, and animations through hands-on practice.",2025-10-29 22:42:30
519,519,Introduction to CS and Programming using Python,"Learn Python programming fundamentals, problem-solving techniques, and computational thinking. Develop coding skills through hands-on exercises and projects, suitable for beginners across all majors.",2025-10-29 22:42:30
520,520,CSS,"Master the fundamentals of web design with HTML and CSS, exploring advanced techniques like Flexbox, Grid, variables, responsive design, animations, and Tailwind CSS for creating modern, interactive websites.",2025-10-29 22:42:30
521,521,XHTML - Advanced Styling with CSS,"Master advanced XHTML styling with CSS through progressive modules covering selectors, box model, layout techniques, and cross-browser compatibility strategies.",2025-10-29 22:42:30
522,522,XHTML - Styling with CSS,"Master XHTML styling with CSS fundamentals, typography, text formatting, color systems, and advanced decorative techniques for professional web design.",2025-10-29 22:42:30
524,524,Convolutional Neural Networks,"Explore computer vision applications, build CNNs, and apply them to visual tasks. Learn advanced techniques like residual networks and neural style transfer for image and video processing.",2025-10-29 22:42:30
526,526,Structuring Machine Learning Projects,"Learn to structure and optimize machine learning projects, diagnose errors, and make strategic decisions as an ML project leader to improve system performance and efficiency.",2025-10-29 22:42:30
527,527,Statistical Methods for Computer Science,"Master advanced probability and statistical modeling techniques for data analysis, from fundamental concepts to computational methods, using R programming for real-world applications.",2025-10-29 22:42:30
529,529,Automata Theory,"Explore finite automata, context-free grammars, Turing machines, and intractable problems in this comprehensive study of theoretical computer science foundations.",2025-10-29 22:42:30
532,532,HTML Tutorials for Beginners,"Learn the fundamentals of web design with comprehensive tutorials covering HTML structure, tags, and elements. Create your first webpage and explore CSS and JavaScript integration for enhanced functionality.",2025-10-29 22:42:30
533,533,Introduction to Front-End Development,"Learn to create responsive webpages using HTML, CSS, and Bootstrap. Explore core web technologies, understand front-end development roles, and gain practical skills for building interactive user interfaces.",2025-10-29 22:42:30
535,535,The Bits and Bytes of Computer Networking,"Comprehensive overview of computer networking, covering protocols, troubleshooting, network services, and cloud computing. Equips learners with practical skills for modern IT environments.",2025-10-29 22:42:30
536,536,Introduction to computational thinking,"Explore algorithms, abstraction, and applications of computational thinking across disciplines like biology, physics, economics, and sport science. Learn about models, encapsulation, and machine learning.",2025-10-29 22:42:30
537,537,Transformando la educación con IA: ChatGPT,"Descubre cómo la inteligencia artificial, especialmente el modelo de lenguaje ChatGPT, puede ser utilizado para potenciar el proceso de enseñanza y aprendizaje.",2025-10-29 22:42:30
538,538,Software Engineering: Introduction,Learn software engineering principles that are applicable to the breadth of large-scale software systems.,2025-10-29 22:42:30
540,540,Accessible Gamification,"Learn how accessibility plays into gamification fundamentals, creating efficiency in business for everyone.",2025-10-29 22:42:30
543,543,Software Construction: Object-Oriented Design,Learn how to design large software systems that solve real-world problems using object-oriented design techniques.,2025-10-29 22:42:30
544,544,Software Construction: Data Abstraction,"Learn powerful data abstraction and decomposition techniques to build large, complex programs.",2025-10-29 22:42:30
545,545,An introduction to computers and computer systems,"Explore processors, components, data representation, and networks in computer systems, from everyday devices to interconnected networks, with a glimpse into future developments.",2025-10-29 22:42:30
546,546,Systems engineering: Challenging complexity,"Examine systems engineering's importance in managing complex projects. Learn to evaluate relationships, assess stakeholders, and classify projects based on demands, choices, and constraints.",2025-10-29 22:42:30
547,547,Cryptocurrency Engineering and Design,"This course looks at the design of Bitcoin and other cryptocurrencies and how they function in practice, focusing on cryptography, game theory, and network architecture.",2025-10-29 22:42:30
548,548,Machine Learning With Big Data,"Explore, analyze, and leverage big data using machine learning techniques. Learn to design approaches, prepare data, construct models, and scale solutions using open-source tools and Spark.",2025-10-29 22:42:30
551,551,Machine Learning: Classification,"Learn to build and implement classification models for sentiment analysis and loan default prediction using logistic regression, decision trees, and boosting techniques. Gain hands-on experience with real-world datasets and machine learning algorithms.",2025-10-29 22:42:30
552,552,AWS Machine Learning Engineer Nanodegree,AWS Machine Learning Engineer Nanodegree,2025-10-29 22:42:30
554,554,Introduction to Responsible AI,"This is an introductory-level microlearning course aimed at explaining what responsible AI is, why it's important, and how Google implements responsible AI in their products. It also introduces Google's 7 AI principles.",2025-10-29 22:42:30
555,555,"Nature, in Code: Biology in JavaScript","Learn JavaScript programming by implementing key biology concepts in code, including natural selection, genetics and epidemics.",2025-10-29 22:42:30
556,556,Mathematics for Machine Learning: Multivariate Calculus,"Explore multivariate calculus essentials for machine learning, covering gradients, chain rule, Taylor series, and optimization techniques, with practical applications in neural networks and regression.",2025-10-29 22:42:30
557,557,"Stanford Seminar - Lenia- Biology of Artificial Life, Bert Wang-Chak Chan","Explore artificial life through Lenia, a continuous cellular automaton. Delve into its evolution, physics, taxonomy, and comparisons with Earth life in this thought-provoking seminar.",2025-10-29 22:42:30
558,558,Stanford Seminar - New Golden Age for Computer Architecture - John Hennessy,"Explore the evolution of computer architecture, from early IBM systems to modern domain-specific designs, highlighting key innovations and challenges in processor development.",2025-10-29 22:42:30
559,559,Stanford Seminar - Mostly Missless Memory in the Mill CPU,This is one of the series of talks about the mill architecture. The particular topic discussed here is Cache Access. Ivan Godard attemps to oversimplify and provide an intuitive understanding for people who are not specialists in the field.,2025-10-29 22:42:30
560,560,LAFF-On Programming for High Performance,Learn to squeeze high performance out of modern CPUs.,2025-10-29 22:42:30
561,561,LAFF  On Programming for Correctness,"Learn to apply formal methods to systematically develop correct, loop-based programs, an essential skill for computer programmers.",2025-10-29 22:42:30
564,564,Constraint Programming,Learn the basics of constraint programming from the implementation of solvers to modeling techniques for solving concrete combinatorial problems such as routing and scheduling.,2025-10-29 22:42:30
570,570,Prompt Engineering Overview,"Comprehensive overview of prompt engineering techniques, from basics to advanced, with tools, applications, and future directions. Includes resources for further learning and practice.",2025-10-29 22:42:30
572,572,Text Retrieval and Search Engines,"Learn natural language processing, vector space models, and search engine technologies to effectively retrieve and analyze text data from various sources.",2025-10-29 22:42:30
573,573,Computing Form and Shape: Python Programming with the Rhinoscript Library,"Explore Python programming with Rhinoscript to create and manipulate 3D forms. Learn algorithmic design techniques for digital drawing, modeling, and projection in architecture, art, and design.",2025-10-29 22:42:30
574,574,CS50's AP Computer Science Principles,"Explore algorithmic thinking and problem-solving in computer science. Learn programming languages, data structures, and software engineering while developing practical skills for web, mobile, or game development.",2025-10-29 22:42:30
575,575,CIT-001: Fundamentals of Computer Systems,"Comprehensive introduction to computer systems, covering hardware, software, problem-solving, programming, networking, and information security. Provides practical knowledge for everyday ICT use.",2025-10-29 22:42:30
578,578,Discrete Optimization,Learn how to solve complex search problems using discrete optimization concepts and algorithms in this 8-week course from the University of Melbourne.,2025-10-29 22:42:30
583,583,Design of Computer Programs,"Learn how to model problems, and how to optimize performance by using some of the advanced features of Python.",2025-10-29 22:42:30
587,587,Lesplosione dellIntelligenza Artificiale,"Scopri l'evoluzione dell'IA da Turing ai moderni LLMs, esplorando principi, impatto sociale, etica e regolamentazione in 30 ore di formazione gratuita.",2025-10-29 22:42:30
588,588,Advanced Styling with Responsive Design,"Expand CSS3 skills with wireframes, fluid design, media queries, and styling paradigms. Master mobile-first approach, cross-platform design, and frameworks like Bootstrap for responsive web development.",2025-10-29 22:42:30
593,593,Spatial Computational Thinking,"Learn to manipulate spatial data through procedural, generative, and performative modeling techniques using Möbius Modeller. Develop skills in 3D model generation, analysis, and visualization.",2025-10-29 22:42:30
594,594,Building a RISC-V CPU Core,"Create a RISC-V CPU with modern open source circuit design tools, methodologies, and microarchitecture, all from your browser.",2025-10-29 22:42:30
598,598,Computer Architecture Essentials on Arm,"Explore microprocessor architecture, from basics to advanced concepts like pipelining and superscalar processors. Gain insights from Arm engineers and hands-on experience through simulation tools.",2025-10-29 22:42:30
601,601,Introduction to RISC-V,"Discover various aspects of RISC-V, including technical aspects, specifications and the community ecosystem.",2025-10-29 22:42:30
602,602,Data Science Using Python,"Comprehensive Python-based program covering data science fundamentals, statistical concepts, and machine learning techniques, with hands-on projects for practical application.",2025-10-29 22:42:30
605,605,Computer Architecture,"This course in computer architecture will take you from an understanding of digital design using combinational logic and synchronous sequential building blocks to building your own single-cycle multicycle, and pipelined microprocessors.",2025-10-29 22:42:30
606,606,Computer System Design: Advanced Concepts of Modern Microprocessors,"Learn about advanced computer design concepts, including how to make modern multicore-based computers both fast and energy efficient.",2025-10-29 22:42:30
607,607,Computer Systems Design for Energy Efficiency,"Learn how to design modern computers to improve the speed, performance and energy efficiency of your programs.",2025-10-29 22:42:30
608,608,Fundamental of Cryptography,"Explore encryption, decryption, and secure communication. Learn classic and modern cryptographic techniques, their applications in digital security, and gain practical knowledge for the digital age.",2025-10-29 22:42:30
612,612,Computer System Design: Concepts of Modern Microprocessors,"Mastering advanced microprocessor design concepts to boost career prospects. Learn pipelining, cache memories, parallelism, and more for developing competitive computerized products with improved functionality and efficiency.",2025-10-29 22:42:30
613,613,Computer Architecture with an Industrial RISC-V Core RVfpga,Get a practical introduction to using RISC-V computer architecture based on a RISC-V system-on-chip (SoC) targeted to a field-programmable gate array (FPGA) and to different simulation tools.,2025-10-29 22:42:30
614,614,Digital Logic and Circuits Simulations,"Explore digital logic and circuits through simulations, covering number systems, Boolean algebra, combinational and sequential circuits, and hardware implementations.",2025-10-29 22:42:30
616,616,Computer Vision for Engineering and Science,"Learn essential computer vision techniques using MATLAB to detect objects, classify images, track motion, and more. Gain practical skills for engineering and scientific applications in autonomous systems and medical imaging.",2025-10-29 22:42:30
617,617,RISC-V Toolchain and Compiler Optimization Techniques,Develop a working knowledge of the internals of compiler toolchains and compiler optimization techniques with a focus on RISC-V applications.,2025-10-29 22:42:30
619,619,Getting Started with Self-Sovereign Identity,"Gain a solid foundation on self-sovereign identity (SSI) with a 360 degree overview of its evolutionary journey, key concepts, standards, technological building blocks, use cases, real-world examples and implementation considerations.",2025-10-29 22:42:30
620,620,Computer Applications in Business,"Explore essential computer applications for business, covering word processing, presentations, spreadsheets, and database management. Gain practical skills for creating professional documents, analyzing data, and managing information effectively.",2025-10-29 22:42:30
625,625,Teach teens computing: How computers work,"Explore the fundamentals of computing: computer architecture, binary logic, data processing, circuits &amp; more.",2025-10-29 22:42:30
637,637,Responsible & Safe AI Systems,"Explore ethical, social, and safety aspects of AI systems. Learn about algorithmic transparency, fairness, interpretability, and potential risks. Develop critical thinking skills for responsible AI development and deployment.",2025-10-29 22:42:30
653,653,Architecture 2001: x86-64 OS Internals,"Explore x86-64 OS internals, covering privilege separation, hardware requirements, and foundational concepts for understanding Windows, Linux, BSD, and macOS systems.",2025-10-29 22:42:30
662,662,Computer Science for Cybersecurity,"Master computer science fundamentals and cybersecurity skills to anticipate, prevent, and manage sophisticated threats in a world of increasing data breaches and hacking incidents.",2025-10-29 22:42:30
663,663,Computer Science for Databases using SQL,"Dive into computer science fundamentals and database development with SQL, learning algorithmic thinking, problem-solving, data relationships, normalization, and search optimization using real-world datasets.",2025-10-29 22:42:30
665,665,Stanford Seminar - How Not to Generate Random Numbers,Explore common pitfalls in cryptographic random number generation and their real-world implications for security systems and digital certificates.,2025-10-29 22:42:30
666,666,Finding Fairness - Incorporating Societal Values in Computer Algorithms,"Exploring algorithmic fairness and privacy in computer science, addressing concerns about incorporating societal values into technology as it increasingly impacts our lives.",2025-10-29 22:42:30
667,667,Human-Computer Interaction I: Fundamentals & Design Principles,"Learn the principles of Human-Computer Interaction to create intuitive, usable interfaces, with established design principles like feedback cycles, direct manipulation, affordances, signifiers, and more.",2025-10-29 22:42:30
668,668,Computer Science 101,"Demystify computers and coding through hands-on experiments. Learn essential concepts like hardware, software, internet, and digital media. Gain practical understanding of computer science fundamentals.",2025-10-29 22:42:30
669,669,Applied Machine Learning in Python,"Learn applied machine learning techniques using Python, from clustering to predictive modeling, with a focus on practical implementation and evaluation using scikit-learn.",2025-10-29 22:42:30
670,670,"Stanford Seminar - MIPS Open, Wave Computing","Explore MIPS Open architecture, its components, features, and benefits. Learn about virtualization, multi-threading, and SIMD in this comprehensive seminar on open-source processor technology.",2025-10-29 22:42:30
671,671,Stanford Seminar - Safe Passwords Made Easy to Use,"Explore innovative password security techniques, including passphrases and the Cue-Pin-Select algorithm, to enhance authentication while improving user experience and memorability.",2025-10-29 22:42:30
672,672,Computational Memory - A Stepping-Stone to Non-Von Neumann Computing?,"Explore computational memory as a potential alternative to traditional computing, covering in-memory computing, resistive memory devices, and applications in AI and data processing.",2025-10-29 22:42:30
673,673,Stanford Seminar - An Architect's Point of View on Emerging Technologies,"Explore emerging technologies in computing from an architect's perspective, covering Moore's Law, scaling challenges, new devices, memories, 3D integration, and architectural simulation tools.",2025-10-29 22:42:30
674,674,Stanford Seminar - The Quest for Low Storage Latency Changes Everything,"Explore advancements in storage technology, focusing on reducing latency through media and platform improvements, including NVMe, 3D Xpoint, and persistent memory.",2025-10-29 22:42:30
675,675,Stanford Seminar - The REX Neo Architecture - An Energy Efficient New Processor Architecture,"Explore the innovative REX Neo Architecture, a groundbreaking approach to processor design that prioritizes energy efficiency and computational performance in modern computing systems.",2025-10-29 22:42:30
676,676,Stanford Seminar - Time Traveling Hardware and Software Systems,"Explore time-traveling concepts in hardware and software systems, focusing on parallelism, dependencies, coherence, and concurrency control in modern computing architectures.",2025-10-29 22:42:30
677,677,Dynamic Code Optimization and the NVIDIA Denver Processor,"Explore dynamic code optimization and NVIDIA Denver processor architecture, covering pipeline design, performance, and CPU design philosophies in this Stanford seminar.",2025-10-29 22:42:30
678,678,Stanford Seminar - Applying Theory to Practice and Practice to Theory,"Explore the synergy between theoretical concepts and practical applications in computer science, emphasizing collaboration and innovative problem-solving techniques.",2025-10-29 22:42:30
679,679,Stanford Seminar - Instruction Sets Should Be Free- The Case for RISC-V,"Explore the case for RISC-V as a free and open instruction set architecture, its benefits, design principles, and potential impact on computing and processor development.",2025-10-29 22:42:30
680,680,Instruction Execution on the Mill CPU,This is one of the series of talks about the mill architecture. The Mill is a family of CPU designs. The Mill has a 10x single-thread power/performance gain over conventional out of order superscalar architectures.,2025-10-29 22:42:30
681,681,Stanford Seminar - Finding the Great Problems,"Barbara Liskov discusses her pioneering career in computer science, from early influences to groundbreaking research in programming languages and distributed systems, while reflecting on challenges and ethical considerations in technology.",2025-10-29 22:42:30
682,682,Introduction to Image Processing,"Learn essential image processing techniques using MATLAB, including loading, adjusting, segmenting, and enhancing digital images for analysis. Apply skills to real-world scenarios like satellite imagery.",2025-10-29 22:42:30
683,683,Interfacing with the Arduino,"Learn to interface Arduino with sensors and actuators, convert analog/digital signals, use shields and libraries for real-world applications, and connect your IoT device to the Internet.",2025-10-29 22:42:30
686,686,Intelligenza Artificiale,"Il corso multidisciplinare che affronta il tema dellintelligenza artificiale dal punto di vista scientifico, tecnico, etico, sociale, economico, filosofico e culturale.",2025-10-29 22:42:30
688,688,Binary & Decimal Number System,Learn to convert between binary and decimal number systems with hands-on examples and implementations. Gain practical skills in number system conversions essential for computer science and programming.,2025-10-29 22:42:30
689,689,Visualizing Data with 7-Segment Displays,"Explore data visualization using 7-segment displays, covering binary-to-decimal conversion, Boolean algebra, and the double dabble algorithm for efficient number representation in digital systems.",2025-10-29 22:42:30
690,690,Learn CSS in 3 Hours - Cascading Style Sheets for Beginners,"Comprehensive introduction to CSS fundamentals, covering selectors, colors, backgrounds, borders, layout, fonts, and links for web design beginners.",2025-10-29 22:42:30
691,691,IT in everyday life,"We now live in a global village where distance is no longer a barrier to commercial or social contact. This free course, IT in everyday life, will enable you to gain an understanding of the ...",2025-10-29 22:42:30
692,692,Prompt Engineering with OpenAI's GPT-3 and Other LLMs,"Learn effective prompt engineering techniques for GPT-3 and other LLMs. Explore anatomy, temperature, few-shot training, external information, and context windows to enhance AI-generated outputs.",2025-10-29 22:42:30
693,693,Stanford - Human-Computer Interaction Seminar Series,Learn about the latest development in tech in the CS547 seminar series from Standford,2025-10-29 22:42:30
694,694,Stanford Seminar - Efficient and Resilient Systems in the Cognitive Era,"Explore efficient and resilient systems for cognitive computing, covering swarm intelligence, sensor fusion, hardware optimization, and energy efficiency in the context of IBM's research.",2025-10-29 22:42:30
695,695,Stanford Seminar: Computational Ecosystems,"Explore computational ecosystems as integrative solutions for complex challenges, focusing on community-informed planning and developing regulation skills in research environments.",2025-10-29 22:42:30
696,696,What Actually Happens in Computer Science Studies?,"Einblick in Inhalte, Struktur und Anforderungen eines Informatikstudiums. Hilfreiche Informationen für Interessierte zur Entscheidungsfindung und Vorbereitung auf das Studium.",2025-10-29 22:42:30
697,697,Introducción a ChatGPT.Impulsa tu productividad al máximo usando inteligencia artificial!,"Aprende a utilizar ChatGPT para aumentar tu productividad laboral, desde redacción y traducción hasta programación y planificación. Descubre sus ventajas, limitaciones y cómo hacer prompts efectivos.",2025-10-29 22:42:30
698,698,Principles of Computing (Part 2),"Explore computational principles, data structures, recursion, and algorithmic thinking through hands-on Python projects, preparing you for advanced problem-solving in computer science.",2025-10-29 22:42:30
